config_json,"{""all_runs_results_prefix"": ""seed_runs"", ""data_dir"": ""/mnt/data4tb/data_algonauts/"", ""fmri_dict_path"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/encoding_model/fmri_dicts/subj1_fmri_dicts.joblib"", ""method"": ""ridge_cv"", ""mixing_dimension"": 50, ""n_f"": 500, ""n_s"": 7000, ""n_seeds"": 10000, ""parent_submission_dir"": ""/mnt/data4tb/data_algonauts/submissions"", ""path_to_load"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/encoding_model/trained_models/roi_models/FBA-1_alexnet_features.8_subj01_1.pth/FBA-1_alexnet_features.8_subj01.pth_encoding_model.joblib"", ""progress_print_every"": 100, ""results_dir"": ""/home/ohadshee/Desktop/Thesis_Ohad_Sheelo/simulation_results/Suppresion_FBA_Encoding"", ""results_prefix"": ""seed_summary"", ""rng_seed"": ""Generator(PCG64)"", ""roi_name"": ""FBA-1"", ""seed_start"": 0, ""snr"": 10, ""subj"": 1, ""suppression_method"": ""permutate"", ""suppression_strength"": 0.5, ""test_name"": ""FBA-Encoding-suppresion_exp1""}"

seed,CA_R²_X1,CA_R²_X2,CA_R²_X12,CA_unique_X1,CA_unique_X2,CA_common,CA_unexplained,PID_red,PID_unq1,PID_unq2,PID_syn,I(M1;T),I(M2;T),"I(M1,M2;T)"
0,0.17148720303701656,-0.0040277702438963146,0.18345506198651618,0.18748283223041248,0.011967858949499616,-0.01599562919339592,0.8165449380134838,0.0,10.214774183791002,0.012097936627838646,6.072962482351345,10.214774183791002,0.012097936627838646,16.299834602770186
1,0.1657897370764942,-0.0050366961822477805,0.18119939119798567,0.18623608738023345,0.015409654121491478,-0.020446350303739258,0.8188006088020143,0.0,10.029992455773835,-0.026364770497044,6.192616419545838,10.029992455773835,-0.026364770497044,16.19624410482263
2,0.1703863382237722,-0.003296268510510717,0.18274629623505598,0.18604256474556669,0.012359958011283784,-0.015656226521794492,0.817253703764944,0.0,10.579079922609619,-0.02345308057055151,6.090471889203684,10.579079922609619,-0.02345308057055151,16.646098731242752
3,0.18757445487317567,-0.00466724901896725,0.20178405444516892,0.20645130346413618,0.014209599571993248,-0.018876848590960504,0.7982159455548311,0.0,10.119124471447073,0.020989456433180287,6.0851104502601325,10.119124471447073,0.020989456433180287,16.225224378140386
4,0.19419417626815172,-0.0043985467154224744,0.20591036607455573,0.2103089127899782,0.011716189806404015,-0.01611473652182649,0.7940896339254443,0.0,10.057204100953392,0.005494685576325153,6.037478560771627,10.057204100953392,0.005494685576325153,16.100177347301344
5,0.15426293075053316,-0.005249274687644388,0.16583974350630187,0.17108901819394626,0.011576812755768717,-0.0168260874434131,0.8341602564936981,0.0,9.98149069054336,0.02405312757114686,6.146819692218401,9.98149069054336,0.02405312757114686,16.152363510332908
6,0.1608478631170321,-0.0042237957360668765,0.16938918559254273,0.1736129813286096,0.008541322475510621,-0.012765118211577497,0.8306108144074573,0.0,9.98647528606061,-0.007503019556220014,6.01326423082306,9.98647528606061,-0.007503019556220014,15.99223649732745
7,0.17654105229635186,-0.004301729495759771,0.18525638315815404,0.1895581126539138,0.008715330861802179,-0.01301706035756195,0.8147436168418459,0.0,10.122966835323497,0.013842935195157224,6.009317302434377,10.122966835323497,0.013842935195157224,16.146127072953032
8,0.15770207653945767,-0.004076617941469346,0.16819370153429605,0.1722703194757654,0.010491624994838383,-0.014568242936307735,0.831806298465704,0.0,10.214484725309227,-0.02349287462016436,6.107362448471118,10.214484725309227,-0.02349287462016436,16.29835429916018
9,0.17584527562626864,-0.0037759489378843655,0.18622866759693718,0.19000461653482154,0.010383391970668537,-0.014159340908552892,0.8137713324030629,0.0,9.976488671981015,0.02720217818000048,6.158114129232913,9.976488671981015,0.02720217818000048,16.161804979393928
10,0.1624901205349965,-0.0036180110755357595,0.1694701419486722,0.17308815302420794,0.00698002141367568,-0.010598032489211429,0.8305298580513278,0.0,10.38718461352482,0.014896066543545583,6.004310160363239,10.38718461352482,0.014896066543545583,16.406390840431605
11,0.16289392111934858,-0.004439642925602036,0.1729935779186535,0.17743322084425553,0.010099656799304912,-0.014539299724906946,0.8270064220813464,0.0,10.191634032889702,0.0003049706715145817,6.061985194920791,10.191634032889702,0.0003049706715145817,16.253924198482007
12,0.168036727957115,-0.0044343249306695405,0.18591939364208745,0.19035371857275699,0.01788266568497246,-0.02231699061564199,0.8140806063579126,0.0,10.019152451163423,0.005727781042578428,6.1438121278835816,10.019152451163423,0.005727781042578428,16.168692360089583
13,0.16768828826956667,-0.0045790392740737585,0.1806494341812543,0.18522847345532806,0.012961145911687622,-0.017540185185761392,0.8193505658187457,0.0,9.906886318807162,0.0010740075102422253,6.073328236962299,9.906886318807162,0.0010740075102422253,15.981288563279703
14,0.19650198247070289,-0.004376020553028827,0.20552858842611696,0.20990460897914578,0.009026605955414074,-0.0134026265084429,0.794471411573883,0.0,10.174944604483281,0.007395174017059247,5.967398232140377,10.174944604483281,0.007395174017059247,16.149738010640718
15,0.16692272930980726,-0.004429594040124981,0.18033434222638828,0.18476393626651325,0.013411612916581023,-0.01784120695670599,0.8196656577736117,0.0,9.867080509760434,-0.008972223710411953,5.988851575460156,9.867080509760434,-0.008972223710411953,15.846959861510179
16,0.16881060050290259,-0.0033257139407500674,0.1832397864122306,0.18656550035298067,0.014429185909328013,-0.017754899850078082,0.8167602135877694,0.0,10.254185082090281,-0.01141652525275827,6.064613755686266,10.254185082090281,-0.01141652525275827,16.30738231252379
17,0.16164582651820253,-0.004554257589590268,0.1763749354169598,0.18092919300655008,0.014729108898757282,-0.019283366488347553,0.8236250645830402,0.0,10.222164118531143,-0.010195307126994457,5.989638922084448,10.222164118531143,-0.010195307126994457,16.201607733488597
18,0.20729612634136502,-0.0045882198569970525,0.21440333555662788,0.21899155541362494,0.007107209215262866,-0.011695429072259927,0.7855966644433721,0.0,10.417267337445377,-0.021875445697435936,6.04496975484982,10.417267337445377,-0.021875445697435936,16.44036164659776
19,0.17635825018934945,-0.004134303471407203,0.18488207431580947,0.18901637778721667,0.008523824126460022,-0.01265812759786722,0.8151179256841905,0.0,10.260146235619224,0.012443845495679895,6.183515776598304,10.260146235619224,0.012443845495679895,16.456105857713208
20,0.18695384893999029,-0.005359363298377448,0.197174260546743,0.20253362384512044,0.010220411606752716,-0.015579774905130156,0.802825739453257,0.0,10.167923216196122,-0.012243834020082556,6.021807643286451,10.167923216196122,-0.012243834020082556,16.17748702546249
21,0.18208968095335637,-0.003754540486988584,0.19464722248420624,0.19840176297119483,0.01255754153084987,-0.01631208201783846,0.8053527775157938,0.0,10.211067927620281,0.00748429374054016,6.046142664155645,10.211067927620281,0.00748429374054016,16.264694885516466
22,0.2021863457479962,-0.00438541992957091,0.21326085026732577,0.2176462701968967,0.011074504519329564,-0.015459924448900486,0.7867391497326742,0.0,10.254264735637562,-0.024753225641711563,6.010194013306242,10.254264735637562,-0.024753225641711563,16.239705523302092
23,0.17285181818998144,-0.0039035259739080698,0.18532464588201894,0.189228171855927,0.012472827692037503,-0.01637635366594556,0.8146753541179811,0.0,10.1545259049486,0.013396792081318942,6.153169123476062,10.1545259049486,0.013396792081318942,16.32109182050598
24,0.1995302998829622,-0.004689310532622723,0.21137194809121465,0.21606125862383738,0.011841648208252453,-0.01653095874087518,0.7886280519087854,0.0,10.268346812478825,0.0004218098217290134,6.032336405760342,10.268346812478825,0.0004218098217290134,16.301105028060896
25,0.188160102866843,-0.004101917956830901,0.19789226438862587,0.20199418234545677,0.009732161521782856,-0.013834079478613759,0.8021077356113742,0.0,10.263314199871672,0.015028527348383225,6.020689049121708,10.263314199871672,0.015028527348383225,16.299031776341764
26,0.16959412886293024,-0.0039348600602379605,0.17565532777830864,0.1795901878385466,0.006061198915378402,-0.009996058975616368,0.8243446722216914,0.0,10.069562455274554,0.003899612352939563,6.036782510171128,10.069562455274554,0.003899612352939563,16.11024457779862
27,0.14707502724620977,-0.003261987659680959,0.15948290498194873,0.1627448926416297,0.012407877735738954,-0.015669865395419924,0.8405170950180513,0.0,9.693254235558083,-0.008466414666817634,6.008803004867269,9.693254235558083,-0.008466414666817634,15.693590825758534
28,0.18920644397912043,-0.00464276220626857,0.19511442818097258,0.19975719038724116,0.005907984201852151,-0.010550746408120731,0.8048855718190274,0.0,10.399125013916665,0.0013098777543048001,5.992436512136826,10.399125013916665,0.0013098777543048001,16.392871403807796
29,0.16879717068559855,-0.004245921088616134,0.1770456156873749,0.18129153677599102,0.00824844500177635,-0.012494366090392478,0.8229543843126251,0.0,9.882841539380674,0.007342263422003281,5.967141456503299,9.882841539380674,0.007342263422003281,15.857325259305977
30,0.1692867084715077,-0.0033616877764094523,0.17859486250522952,0.18195655028163896,0.009308154033721816,-0.012669841810131255,0.8214051374947705,0.0,10.529680724647974,0.03116909194877726,6.1078356307793715,10.529680724647974,0.03116909194877726,16.668685447376124
31,0.1689960548007064,-0.005208480830562568,0.17788136787422376,0.18308984870478634,0.008885313073517365,-0.014093793904079943,0.8221186321257763,0.0,10.193119648169766,0.018704914720386157,6.12114671225841,10.193119648169766,0.018704914720386157,16.332971275148562
32,0.17806018747992328,-0.0037781629872534793,0.1874012967262498,0.19117945971350328,0.009341109246326529,-0.013119272233580004,0.8125987032737502,0.0,10.443569010258877,-0.0008036535128539413,6.116059557054918,10.443569010258877,-0.0008036535128539413,16.55882491380094
33,0.16475768469870375,-0.004155453603032696,0.1733440036956919,0.17749945729872457,0.00858631899698814,-0.012741772600020823,0.8266559963043081,0.0,9.99464914553701,0.013315004936714114,6.082432602136411,9.99464914553701,0.013315004936714114,16.090396752610136
34,0.17805034358412086,-0.004175058458118318,0.18664474934562816,0.1908198078037465,0.008594405761507301,-0.012769464219625631,0.8133552506543719,0.0,9.844359666435764,0.013126570386546188,5.969758597390165,9.844359666435764,0.013126570386546188,15.827244834212475
35,0.19197094800839723,-0.003916091595664799,0.20506744103074798,0.20898353262641278,0.013096493022350747,-0.017012584618015553,0.794932558969252,0.0,10.136808534856328,0.002005745368196976,6.198299568420116,10.136808534856328,0.002005745368196976,16.33711384864464
36,0.1902484545526257,-0.0039507512047068346,0.2031963221332736,0.20714707333798044,0.012947867580647893,-0.01689861878535473,0.7968036778667265,0.0,10.13017860116696,0.0017442690412883266,6.087523604434051,10.13017860116696,0.0017442690412883266,16.2194464746423
37,0.16689367643528946,-0.003696302914025388,0.17627330036182565,0.17996960327585104,0.009379623926536185,-0.01307592684056158,0.8237266996381744,0.0,9.951353784649314,0.018188513846915555,6.071680250173298,9.951353784649314,0.018188513846915555,16.041222548669527
38,0.17879087880086172,-0.0040100341549604915,0.1884028168383099,0.19241285099327038,0.00961193803744817,-0.013621972192408655,0.8115971831616902,0.0,10.384770797945693,-0.027527043192931977,6.045760535162029,10.384770797945693,-0.027527043192931977,16.40300428991479
39,0.1862719166466177,-0.004160135558545356,0.1945400420040308,0.19870017756257616,0.008268125357413086,-0.012428260915958445,0.8054599579959691,0.0,9.98595936368624,-0.014084615897499209,6.060634973458976,9.98595936368624,-0.014084615897499209,16.032509721247717
40,0.1578575948769301,-0.0038073841701302385,0.16999547246310823,0.17380285663323847,0.012137877586178125,-0.015945261756308365,0.8300045275368918,0.0,9.90187532751719,-0.0016153341357245665,6.097029376557705,9.90187532751719,-0.0016153341357245665,15.997289369939171
41,0.17029870431789668,-0.003966223341729493,0.1776697741223104,0.18163599746403988,0.00737106980441371,-0.011337293146143207,0.8223302258776897,0.0,10.470035755118964,-0.0026826303233074,6.050412331553393,10.470035755118964,-0.0026826303233074,16.51776545634905
